cr_year,issn_l,collection,articles,oa_articles
2017,0035-9149,de,0,0
2017,0035-9149,global,26,0
2017,0962-8436,de,20,0
2017,0962-8436,global,446,4
2017,0962-8452,de,45,0
2017,0962-8452,global,619,12
2017,1364-5021,de,11,0
2017,1364-5021,global,271,1
2017,1364-503X,de,25,0
2017,1364-503X,global,377,0
2017,1742-5662,de,16,0
2017,1742-5662,global,264,8
2017,1744-9561,de,3,1
2017,1744-9561,global,180,10
2017,2042-8898,de,10,1
2017,2042-8898,global,100,8
2018,0035-9149,de,1,0
2018,0035-9149,global,42,0
2018,0962-8436,de,33,0
2018,0962-8436,global,450,7
2018,0962-8452,de,44,1
2018,0962-8452,global,589,10
2018,1364-5021,de,10,0
2018,1364-5021,global,241,6
2018,1364-503X,de,22,0
2018,1364-503X,global,350,3
2018,1742-5662,de,22,2
2018,1742-5662,global,285,19
2018,1744-9561,de,16,0
2018,1744-9561,global,221,3
2018,2042-8898,de,0,0
2018,2042-8898,global,66,4
2019,0035-9149,de,1,0
2019,0035-9149,global,30,0
2019,0962-8436,de,20,0
2019,0962-8436,global,430,1
2019,0962-8452,de,32,0
2019,0962-8452,global,600,0
2019,1364-5021,de,7,0
2019,1364-5021,global,260,0
2019,1364-503X,de,25,0
2019,1364-503X,global,346,0
2019,1742-5662,de,23,0
2019,1742-5662,global,282,0
2019,1744-9561,de,14,0
2019,1744-9561,global,235,7
2019,2042-8898,de,3,0
2019,2042-8898,global,81,0
2020,0035-9149,de,2,0
2020,0035-9149,global,39,0
2020,0962-8436,de,50,14
2020,0962-8436,global,440,84
2020,0962-8452,de,57,21
2020,0962-8452,global,628,143
2020,1364-5021,de,13,1
2020,1364-5021,global,343,47
2020,1364-503X,de,28,5
2020,1364-503X,global,382,58
2020,1742-5662,de,20,4
2020,1742-5662,global,283,63
2020,1744-9561,de,18,9
2020,1744-9561,global,208,47
2020,2042-8898,de,1,0
2020,2042-8898,global,63,18
2021,0035-9149,de,1,0
2021,0035-9149,global,54,1
2021,0962-8436,de,53,23
2021,0962-8436,global,396,161
2021,0962-8452,de,50,4
2021,0962-8452,global,628,19
2021,1364-5021,de,18,0
2021,1364-5021,global,297,7
2021,1364-503X,de,29,0
2021,1364-503X,global,315,4
2021,1742-5662,de,19,1
2021,1742-5662,global,274,27
2021,1744-9561,de,9,1
2021,1744-9561,global,171,10
2021,2042-8898,de,2,0
2021,2042-8898,global,68,21
2022,0035-9149,de,4,1
2022,0035-9149,global,41,4
2022,0962-8436,de,46,21
2022,0962-8436,global,415,152
2022,0962-8452,de,55,0
2022,0962-8452,global,573,0
2022,1364-5021,de,10,0
2022,1364-5021,global,261,0
2022,1364-503X,de,21,0
2022,1364-503X,global,350,0
2022,1742-5662,de,24,2
2022,1742-5662,global,250,26
2022,1744-9561,de,13,0
2022,1744-9561,global,190,1
2022,2042-8898,de,2,0
2022,2042-8898,global,45,2
2023,0035-9149,de,3,1
2023,0035-9149,global,34,6
2023,0962-8436,de,49,25
2023,0962-8436,global,418,185
2023,0962-8452,de,41,5
2023,0962-8452,global,571,57
2023,1364-5021,de,8,1
2023,1364-5021,global,244,19
2023,1364-503X,de,30,3
2023,1364-503X,global,308,15
2023,1742-5662,de,22,3
2023,1742-5662,global,220,45
2023,1744-9561,de,20,10
2023,1744-9561,global,179,33
2023,2042-8898,de,3,0
2023,2042-8898,global,48,9
2024,0035-9149,de,1,1
2024,0035-9149,global,34,19
2024,0962-8436,de,40,31
2024,0962-8436,global,342,221
2024,0962-8452,de,39,33
2024,0962-8452,global,562,370
2024,1364-5021,de,11,7
2024,1364-5021,global,247,130
2024,1364-503X,de,24,14
2024,1364-503X,global,277,164
2024,1742-5662,de,13,10
2024,1742-5662,global,203,133
2024,1744-9561,de,14,10
2024,1744-9561,global,177,104
2024,2042-8898,de,10,9
2024,2042-8898,global,49,34
2025,0035-9149,de,1,0
2025,0035-9149,global,20,9
2025,0962-8436,de,34,30
2025,0962-8436,global,417,303
2025,0962-8452,de,64,51
2025,0962-8452,global,605,380
2025,1364-5021,de,22,13
2025,1364-5021,global,374,174
2025,1364-503X,de,22,10
2025,1364-503X,global,299,160
2025,1742-5662,de,17,13
2025,1742-5662,global,249,156
2025,1744-9561,de,23,15
2025,1744-9561,global,213,135
2025,2042-8898,de,1,0
2025,2042-8898,global,52,31
2026,0035-9149,de,1,0
2026,0035-9149,global,7,3
2026,0962-8436,de,3,3
2026,0962-8436,global,61,58
2026,0962-8452,de,9,8
2026,0962-8452,global,113,110
2026,1364-5021,de,4,4
2026,1364-5021,global,45,32
2026,1364-503X,de,2,2
2026,1364-503X,global,41,40
2026,1742-5662,de,4,3
2026,1742-5662,global,46,44
2026,1744-9561,de,1,1
2026,1744-9561,global,34,34
2026,2042-8898,de,0,0
2026,2042-8898,global,0,0
