cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),global,2761,44,0.01593625498007968
2017,AIP (TIB),global,28677,735,0.02563029605607281
2017,BMJ (BSB),global,10552,98,0.009287338893100834
2017,CUP (BSB),global,24655,588,0.023849117825998783
2017,De Gruyter (SUB Göttingen),global,2422,22,0.009083402146985962
2017,De Gruyter (ZBW),global,1568,26,0.016581632653061226
2017,ECS (TIB),global,1817,0,0
2017,Elsevier (DEAL),global,471262,14604,0.030989131311245127
2017,Hogrefe (SUB Göttingen),global,930,12,0.012903225806451613
2017,IOP (TIB),global,16306,959,0.05881270697902612
2017,Karger (BSB),global,4960,181,0.03649193548387097
2017,Nature (MPDL),global,9597,62,0.006460352193393769
2017,Portland Press (TIB),global,734,154,0.2098092643051771
2017,RSC (TIB),global,28200,654,0.02319148936170213
2017,Sage (BSB),global,58806,130,0.0022106587763153418
2017,SPIE (TIB),global,10806,0,0
2017,Springer Hybrid (DEAL),global,202934,17834,0.08788078882789478
2017,TaylorFrancis (ZBW),global,12636,572,0.04526748971193416
2017,Thieme (ZB MED),global,729,16,0.02194787379972565
2017,Wiley Hybrid (DEAL),global,188313,8375,0.04447382814781773
2018,ACM (hebis),global,2994,78,0.026052104208416832
2018,AIP (TIB),global,28572,699,0.024464510709785805
2018,BMJ (BSB),global,10183,99,0.009722085829323383
2018,CUP (BSB),global,25687,840,0.03270136644995523
2018,De Gruyter (SUB Göttingen),global,2302,50,0.021720243266724587
2018,De Gruyter (ZBW),global,1597,37,0.023168440826549782
2018,ECS (TIB),global,1841,651,0.35361216730038025
2018,Elsevier (DEAL),global,491166,16830,0.034265401106754134
2018,Hogrefe (SUB Göttingen),global,940,20,0.02127659574468085
2018,IOP (TIB),global,16263,1038,0.06382586238701346
2018,Karger (BSB),global,5186,224,0.04319321249517933
2018,Nature (MPDL),global,10753,90,0.008369757277038967
2018,Portland Press (TIB),global,724,153,0.21132596685082872
2018,RSC (TIB),global,29114,2041,0.07010373016418218
2018,Sage (BSB),global,58703,288,0.004906052501575729
2018,SPIE (TIB),global,1756,0,0
2018,Springer Hybrid (DEAL),global,211344,19629,0.09287701567113332
2018,TaylorFrancis (ZBW),global,12370,418,0.033791430881164104
2018,Thieme (ZB MED),global,620,21,0.03387096774193549
2018,Wiley Hybrid (DEAL),global,197769,11611,0.058709909035288645
2019,ACM (hebis),global,3120,91,0.029166666666666667
2019,AIP (TIB),global,27909,734,0.026299759934071448
2019,BMJ (BSB),global,10840,376,0.03468634686346864
2019,CUP (BSB),global,25704,1343,0.052248677248677246
2019,De Gruyter (SUB Göttingen),global,2302,107,0.04648132059079062
2019,De Gruyter (ZBW),global,1469,92,0.06262763784887679
2019,ECS (TIB),global,1999,815,0.407703851925963
2019,Elsevier (DEAL),global,513399,19635,0.03824510760636464
2019,Hogrefe (SUB Göttingen),global,1010,45,0.04455445544554455
2019,IOP (TIB),global,15575,1193,0.07659711075441412
2019,Karger (BSB),global,5182,238,0.04592821304515631
2019,Nature (MPDL),global,11069,84,0.007588761405727708
2019,Portland Press (TIB),global,719,158,0.21974965229485396
2019,RSC (TIB),global,30419,2502,0.08225122456359513
2019,Sage (BSB),global,58344,873,0.014962978198272315
2019,SPIE (TIB),global,1467,4,0.0027266530334014998
2019,Springer Hybrid (DEAL),global,220970,21535,0.09745666832601711
2019,TaylorFrancis (ZBW),global,13574,1011,0.07448062472373655
2019,Thieme (ZB MED),global,566,33,0.05830388692579505
2019,Wiley Hybrid (DEAL),global,204450,17765,0.08689166055270237
2020,ACM (hebis),global,3157,100,0.031675641431738996
2020,AIP (TIB),global,25242,917,0.03632834165280089
2020,BMJ (BSB),global,10691,1301,0.12169114208212516
2020,CUP (BSB),global,27512,3557,0.12928903751090434
2020,De Gruyter (SUB Göttingen),global,2379,266,0.11181168558217738
2020,De Gruyter (ZBW),global,1637,135,0.0824679291386683
2020,ECS (TIB),global,2049,872,0.4255734504636408
2020,Elsevier (DEAL),global,544331,28312,0.05201247035351652
2020,Hogrefe (SUB Göttingen),global,1023,59,0.05767350928641251
2020,IOP (TIB),global,17649,1919,0.10873137288231628
2020,Karger (BSB),global,5151,460,0.08930304795185401
2020,Nature (MPDL),global,10508,150,0.01427483821850019
2020,Portland Press (TIB),global,862,516,0.5986078886310905
2020,RSC (TIB),global,31744,3265,0.10285408266129033
2020,Sage (BSB),global,65624,6313,0.09619956113616969
2020,SPIE (TIB),global,1279,9,0.007036747458952306
2020,Springer Hybrid (DEAL),global,242864,33814,0.13923018644179458
2020,TaylorFrancis (ZBW),global,13636,1168,0.08565561748313288
2020,Thieme (ZB MED),global,757,41,0.05416116248348745
2020,Wiley Hybrid (DEAL),global,221142,31298,0.14152897233451808
2021,ACM (hebis),global,4216,334,0.07922201138519924
2021,AIP (TIB),global,23026,1437,0.06240771302006427
2021,BMJ (BSB),global,8689,1350,0.15536885717573945
2021,CUP (BSB),global,26404,5566,0.21080139372822299
2021,De Gruyter (SUB Göttingen),global,2350,303,0.12893617021276596
2021,De Gruyter (ZBW),global,1651,201,0.12174439733494852
2021,ECS (TIB),global,2059,630,0.305973773676542
2021,Elsevier (DEAL),global,572979,46088,0.08043575768047345
2021,Hogrefe (SUB Göttingen),global,952,181,0.19012605042016806
2021,IOP (TIB),global,17078,2387,0.13977046492563533
2021,Karger (BSB),global,5538,801,0.14463705308775732
