cr_year,esac_publisher,collection,articles,oa_articles,oa_prop
2017,ACM (hebis),global,2761,0,0
2017,AIP (TIB),global,16888,6,3.5528185693983896e-4
2017,BMJ (BSB),global,6241,8,0.0012818458580355712
2017,CUP (BSB),global,24977,605,0.024222284501741603
2017,De Gruyter (SUB Göttingen),global,2422,22,0.009083402146985962
2017,De Gruyter (ZBW),global,1568,25,0.01594387755102041
2017,ECS (TIB),global,1817,0,0
2017,Elsevier (DEAL),global,471487,14526,0.030808908835238298
2017,Hogrefe (SUB Göttingen),global,930,12,0.012903225806451613
2017,IOP (TIB),global,16307,959,0.05880910038633715
2017,Karger (BSB),global,4902,179,0.03651570787433701
2017,Nature (MPDL),global,9595,62,0.006461698801459094
2017,Portland Press (TIB),global,734,154,0.2098092643051771
2017,RSC (TIB),global,28200,651,0.023085106382978723
2017,Sage (BSB),global,58824,131,0.002226982184142527
2017,SPIE (TIB),global,1651,0,0
2017,Springer Hybrid (DEAL),global,203000,17840,0.08788177339901478
2017,TaylorFrancis (ZBW),global,12638,572,0.045260326000949515
2017,Thieme (ZB MED),global,676,16,0.023668639053254437
2017,Wiley Hybrid (DEAL),global,188423,8332,0.04421965471306581
2018,ACM (hebis),global,2994,0,0
2018,AIP (TIB),global,15751,1,6.348803250587264e-5
2018,BMJ (BSB),global,5802,21,0.0036194415718717684
2018,CUP (BSB),global,25909,855,0.033000115789879964
2018,De Gruyter (SUB Göttingen),global,2337,50,0.02139495079161318
2018,De Gruyter (ZBW),global,1597,37,0.023168440826549782
2018,ECS (TIB),global,1841,651,0.35361216730038025
2018,Elsevier (DEAL),global,491423,16784,0.03415387558172898
2018,Hogrefe (SUB Göttingen),global,941,20,0.021253985122210415
2018,IOP (TIB),global,16263,1038,0.06382586238701346
2018,Karger (BSB),global,5156,222,0.043056633048875095
2018,Nature (MPDL),global,10754,90,0.008368978984563883
2018,Portland Press (TIB),global,724,153,0.21132596685082872
2018,RSC (TIB),global,29114,2041,0.07010373016418218
2018,Sage (BSB),global,58710,287,0.004888434678930335
2018,SPIE (TIB),global,1756,0,0
2018,Springer Hybrid (DEAL),global,211480,19637,0.09285511632305656
2018,TaylorFrancis (ZBW),global,12373,418,0.033783237694981004
2018,Thieme (ZB MED),global,601,21,0.03494176372712146
2018,Wiley Hybrid (DEAL),global,198016,11582,0.058490223012281836
2019,ACM (hebis),global,3121,0,0
2019,AIP (TIB),global,14797,0,0
2019,BMJ (BSB),global,6492,307,0.047288971041281574
2019,CUP (BSB),global,25933,1365,0.05263563799020553
2019,De Gruyter (SUB Göttingen),global,2315,107,0.04622030237580994
2019,De Gruyter (ZBW),global,1471,92,0.06254248810333107
2019,ECS (TIB),global,1999,815,0.407703851925963
2019,Elsevier (DEAL),global,513636,19640,0.0382371952121736
2019,Hogrefe (SUB Göttingen),global,1010,45,0.04455445544554455
2019,IOP (TIB),global,15577,1193,0.07658727611221673
2019,Karger (BSB),global,5129,237,0.046207837785143306
2019,Nature (MPDL),global,11069,83,0.007498419008040474
2019,Portland Press (TIB),global,719,158,0.21974965229485396
2019,RSC (TIB),global,30419,2502,0.08225122456359513
2019,Sage (BSB),global,58339,879,0.015067107766674094
2019,SPIE (TIB),global,1467,4,0.0027266530334014998
2019,Springer Hybrid (DEAL),global,221127,21541,0.09741460789501057
2019,TaylorFrancis (ZBW),global,13574,1011,0.07448062472373655
2019,Thieme (ZB MED),global,514,33,0.06420233463035019
2019,Wiley Hybrid (DEAL),global,204512,17692,0.08650837114692536
2020,ACM (hebis),global,3158,0,0
2020,AIP (TIB),global,14378,0,0
2020,BMJ (BSB),global,7295,1317,0.18053461274845783
2020,CUP (BSB),global,27755,3620,0.13042695009908126
2020,De Gruyter (SUB Göttingen),global,2419,271,0.11202976436544027
2020,De Gruyter (ZBW),global,1638,135,0.08241758241758242
2020,ECS (TIB),global,2049,872,0.4255734504636408
2020,Elsevier (DEAL),global,544580,28332,0.05202541408057586
