cr_year,country_name,cc_total,articles,prop
2017,United Arab Emirates,0,23,0
2017,Armenia,0,8,0
2017,Argentina,1,51,0.0196078431372549
2017,Austria,24,148,0.16216216216216217
2017,Australia,8,319,0.025078369905956112
2017,Azerbaijan,0,9,0
2017,Bosnia & Herzegovina,0,1,0
2017,Bangladesh,0,135,0
2017,Belgium,5,140,0.03571428571428571
2017,Burkina Faso,0,1,0
2017,Bulgaria,0,95,0
2017,Brunei,0,4,0
2017,Bolivia,0,1,0
2017,Brazil,2,207,0.00966183574879227
2017,Bahamas,0,3,0
2017,Belarus,0,12,0
2017,Canada,12,483,0.024844720496894408
2017,Switzerland,23,215,0.10697674418604651
2017,Chile,0,39,0
2017,Cameroon,0,8,0
2017,China,55,3708,0.01483279395900755
2017,Colombia,0,20,0
2017,Costa Rica,0,6,0
2017,Cuba,0,5,0
2017,Cyprus,0,14,0
2017,Czechia,3,341,0.008797653958944282
2017,Germany,72,1387,0.05191059841384282
2017,Denmark,12,113,0.10619469026548672
2017,Algeria,0,77,0
2017,Ecuador,0,5,0
2017,Estonia,0,14,0
2017,Egypt,0,50,0
2017,Spain,4,268,0.014925373134328358
2017,Ethiopia,0,2,0
2017,Finland,9,90,0.1
2017,France,16,994,0.01609657947686117
2017,United Kingdom,138,929,0.14854682454251883
2017,Georgia,0,10,0
2017,Ghana,0,1,0
2017,Greece,2,92,0.021739130434782608
2017,Hong Kong SAR China,2,100,0.02
2017,Croatia,0,10,0
2017,Hungary,0,43,0
2017,Indonesia,0,1900,0
2017,Ireland,1,49,0.02040816326530612
2017,Israel,2,141,0.014184397163120567
2017,India,4,1680,0.002380952380952381
2017,Iraq,0,72,0
2017,Iran,1,219,0.0045662100456621
2017,Iceland,1,5,0.2
2017,Italy,11,533,0.020637898686679174
2017,Jordan,0,18,0
2017,Japan,55,1548,0.0355297157622739
2017,Kyrgyzstan,0,4,0
2017,Cambodia,0,2,0
2017,North Korea,0,2,0
2017,South Korea,19,422,0.045023696682464455
2017,Kuwait,0,7,0
2017,Kazakhstan,0,77,0
2017,Laos,0,1,0
2017,Lebanon,0,8,0
2017,Sri Lanka,0,2,0
2017,Lithuania,1,27,0.037037037037037035
2017,Luxembourg,3,12,0.25
2017,Latvia,0,7,0
2017,Libya,0,9,0
2017,Morocco,0,18,0
2017,Moldova,0,5,0
2017,North Macedonia,0,1,0
2017,Macao SAR China,0,3,0
2017,Malta,0,2,0
2017,Mexico,0,97,0
2017,Malaysia,0,1667,0
2017,Mozambique,0,2,0
2017,Nigeria,0,18,0
2017,Netherlands,23,215,0.10697674418604651
2017,Norway,2,112,0.017857142857142856
2017,New Zealand,0,42,0
2017,Oman,0,9,0
2017,Panama,0,1,0
2017,Peru,0,2,0
2017,Philippines,0,49,0
2017,Pakistan,0,116,0
2017,Poland,5,270,0.018518518518518517
2017,Puerto Rico,0,8,0
2017,Palestinian Territories,0,2,0
2017,Portugal,1,117,0.008547008547008548
2017,Qatar,0,5,0
2017,Romania,0,202,0
2017,Serbia,0,19,0
2017,Russia,9,1862,0.004833512352309345
2017,Saudi Arabia,4,70,0.05714285714285714
2017,Sudan,0,3,0
2017,Sweden,26,193,0.13471502590673576
2017,Singapore,2,152,0.013157894736842105
2017,Slovenia,1,27,0.037037037037037035
2017,Slovakia,1,91,0.01098901098901099
2017,Senegal,0,1,0
2017,Syria,0,1,0
2017,Thailand,0,59,0
2017,Tajikistan,0,2,0
2017,Timor-Leste,0,1,0
2017,Tunisia,0,21,0
2017,Turkey,0,481,0
2017,Taiwan,5,200,0.025
2017,Tanzania,0,6,0
2017,Ukraine,0,161,0
2017,United States,233,5959,0.039100520221513675
2017,Uruguay,0,9,0
2017,Uzbekistan,0,1,0
2017,Venezuela,0,2,0
2017,Vietnam,0,69,0
2017,Yemen,0,5,0
2017,South Africa,1,56,0.017857142857142856
2018,United Arab Emirates,0,26,0
2018,Armenia,0,2,0
2018,Argentina,0,47,0
2018,Austria,24,83,0.2891566265060241
2018,Australia,10,286,0.03496503496503497
2018,Azerbaijan,0,11,0
2018,Bosnia & Herzegovina,0,1,0
2018,Bangladesh,0,103,0
2018,Belgium,3,139,0.02158273381294964
2018,Burkina Faso,0,1,0
2018,Bulgaria,0,125,0
2018,Bahrain,0,1,0
2018,Benin,0,3,0
2018,Brunei,0,6,0
2018,Bolivia,0,1,0
2018,Brazil,4,202,0.019801980198019802
2018,Bhutan,0,2,0
2018,Belarus,0,5,0
2018,Canada,19,517,0.0367504835589942
2018,Switzerland,28,204,0.13725490196078433
2018,Chile,0,50,0
2018,Cameroon,0,6,0
2018,China,70,3689,0.018975332068311195
2018,Colombia,0,17,0
2018,Costa Rica,0,1,0
